productos;kilos;valor
APARATOS PARA FILTRAR O DEPURAR GASES: FILTROS DE ENTRADA DE AIRE PARA MOTORES DE ENCENDIDO POR CHISPA O COMPRESION;141076;4679781
"PAPEL ESTUCADO O CUCHE LIGERO (LIVIANO) (""L.W.C."")";140883;861440
LOS DEMAS LADRILLOS DE CONSTRUCCION,BOVEDILLAS,CUBREVIGAS Y ARTICULOS SIMILARES,DE CERAMICA;140459;654794
LOS DEMAS TUBOS Y PERFILES HUECOS DE SECCION CIRCULAR,DE HIERRO O ACERO INOXIDABLE;139630;3040900
LOS DEMAS APARATOS E INSTRUMENTOS PARA PESAR CON CAPACIDAD SUPERIOR A 30 Kg.PERO INFERIOR A 5000 Kg;139413;2262543
LAS DEMAS COLAS Y DEMAS ADHESIVOS PREPARADOS,PRODUCTOS DE CUALQUIER CLASE UTILIZADOS COMO COLAS O ADHESIVOS,ACONDICIONADOS PARA LA VENTA AL POR MENOR COMO COLAS O ADHESIVOS DE PESO NETO INF.A 1 KG;139331;1751129
"TEJIDOS DE ""PELO LARGO"",DE PUNTO";139211;1859828
ROTULAS Y SUS PARTES;138127;3127876
ESPEJOS RETROVISORES PARA VEHICULOS;137701;2267478
GRUAS DE TORRE;137697;2670893
LOS DEMAS  PAPELES  CON   PESO SUPERIOR O IGUAL  A 40 G/M2 PERO INFERIOR O IGUAL  A 150 G/M2, EN  HOJAS DONDE UN LADO SEA INFEROOR O IGUAL A 435 MM Y EL OTRO INFERIOR A 297 MM;137646;1016261
ETERES DE CELULOSA: CARBOXIMETILCELULOSA Y SUS SALES;137530;2852819
LAS DEMAS PILAS Y BATERIAS DE PILAS,ELECTRICAS DE DIOXIDO DE MANGANESO;137021;4577101
LAS DEMAS VIDEOCONSOLAS Y MAQUINAS DE VIDEOJUEGO, ARTICULOS PARA JUEGOS DE SOCIEDAD, INCLUIDOS LOS JUEGOS CON MOTOR O MECANISMO Y MESAS ESPECIALES PARA JUEGOS DE CASINO;136643;2708377
LOS DEMAS POLIFOSFATOS: PIROFOSFATOS DE SODIO;136453;1114219
PISTOLAS AEROGRAFICAS Y APARATOS SIMILARES;136103;2909777
LOS DEMAS  MEDICAMENTOS QUE CONTENGAN ANTIBIOTICOS PARA USO HUMANO;135535;8752116
LAS DEMAS,PREPARACIONES DE BELLEZA,MAQUILLAJE Y PARA EL CUIDADO DE LA PIEL,EXCEPTO LOS MEDICAMENTOS,INCLUIDAS LAS PREPARACIONES ANTISOLARES Y LAS BRONCEADORAS;135513;4187235
LAS DEMAS PLACAS METALICAS PARA ARTES GRAFICAS;133666;3528156
"LAS DEMAS TELAS IMPREGNADAS,RECUBIERTAS O REVESTIDAS;LIENZOS PINTADOS PARA DECORACIONES DE TEATRO,FONDOS DE ESTUDIO O USOS ANALOGOS";132783;1536981
LOS DEMAS PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR  SIMPLEMENTE LAMINADOS EN CALIENTE CON UN CONTENIDO DE CARBONO SUPERIOR O IGUAL A 0,6% EN PESO;132400;546086
MICROFONOS Y SUS SOPORTES;132004;3631171
HERRAMIENTAS DE DOS O MAS DE LAS PARTIDAS Nos 82.02 A 82.05,ACONDICIONADAS EN JUEGOS PARA LA VENTA AL POR MENOR;131818;2388142
LOS DEMAS GUARDAFANGOS,CUBIERTAS DE MOTOR,FLANCOS,PUERTAS Y SUS PARTES;131607;2979053
LOS DEMAS VEHICULOS AUTOMOVILESPARA EL TRANSPORTE DE MAS DE 16 Y HASTA 18 PERSONAS, INCLUIDO EL CONDUCTOR;131200;5294492
SACOS (CHAQUETAS) DE LAS DEMAS MATERIAS TEXTILES PARA MUJERES O NIÑAS;131165;3876222
MAQUINAS Y APARATOS PARA PANADERIA,PASTELERIA O GALLETERIA;131094;7065282
"ALAMBRE ""RELLENO"" PARA SOLDADURA DE ARCO,DE METAL COMUN";131078;1227404
COCINAS DE MESA DE COMBUSTIBLES GASEOSOS, O DE GAS Y OTROS COMBUSTIBLES;131027;1339438
LOS DEMAS RADIADORES,PARA VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05;130911;3536888
LOS DEMAS TUBOS DE ACERO DE DIAMETRO INFERIOR O IGUAL A 10 mm, DE PARED SENCILLA;130795;600806
FIBRAS ARTIFICIALES DISCONTINUAS,CARDADAS,PEINADAS O TRANFORMADAS DE OTRO MODO PARA LA HILATURA;130185;423659
PAPEL Y CARTON CORRUGADOS,INCLUSO PERFORADOS;130109;1139025
SUELAS Y TACONES (TACOS),DE CAUCHO O PLASTICO;130029;1263446
PUERTAS Y SUS MARCOS,CONTRAMARCOS Y UMBRALES,DE MADERA;129902;1730457
COMPRESORAS DE AIRE MONTADAS EN CHASIS REMOLCABLE CON RUEDAS,DE POTENCIA INFERIOR A 30 KW (40HP);129476;1165748
LAS DEMAS BOMBAS ELEVADORES DE LIQUIDOS;129438;2215821
LAS DEMAS HORQUILLAS,RIZADORES,BIGUDIES Y ARTICULOS SIMILARES PARA EL PEINADO,EXCEPTO LOS DE LA PARTIDA No 85.16 Y SUS PARTES;129044;1856958
PRODUCTOS LAMINADOS PLANOS DE ACERO  RAPIDO, DE ANCHURA SUPERIOR O IGUAL A 600 mm, SIMPLEMENTE LAMINADOS EN FRIO;128307;685372
PREPARACIONES PARA FLUIDOS DE PERFORACION DE POZOS (®LODOS¯);128201;1182508
LOS DEMAS MUEBLES DE MADERA;126801;1857448
LOS DEMAS CODOS,CURVAS Y MANGUITOS,ROSCADOS DE FUNDICION,HIERRO O ACERO;126207;2044755
CAMARAS FOTOGRAFICAS DIGITALES Y VIDEOCAMARAS;125957;32955621
CALENTADORES DE AGUA DE CALENTAMIENTO INSTANTANEO,DE GAS;125625;4334119
"LOS DEMAS,ALAMBRE DE PUAS DE HIERRO O DE ACERO;ALAMBRE (SIMPLE O DOBLE) Y FLEJE,TORCIDOS,INCLUSO CON PUAS,DE HIERRO O ACERO DEL TIPO UTILIZADO PARA CERCAR";125048;1063226
LOS DEMAS TUBOS SOLDADOS LONGITUDINALMENTE;125026;1778980
LOS DEMAS RESINAS DE PETROLEO,RESINAS DE CUMARONA,RESINAS DE INDENO,RESINAS DE CUMARONA-INDENO Y POLITERPENOS Y POLITERPENOS.;124568;1032819
LAS DEMAS HERRAMIENTAS DE MANO (INCLUIDOS LOS DIAMANTES DE VIDRIERO);124245;2214554
MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS,DIGITALES,PORTATILES,DE PESO INF.O IGUAL A 10 KG,QUE ESTEN CONSTITUIDOS,AL MENOS POR UNA UNIDAD CENTRAL DE PROCESO,TECLADO Y VISUALIZADOR;124168;79999766
EMBELLECEDORES DE RUEDAS (TAPACUBOS,COPAS,VASOS) Y DEMAS ACCESORIOS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05;124119;1189154
"LOS DEMAS TIOVIVOS, COLUMPIOS, CASETAS DE TIRO Y DEMAS ATRACCIONES DE FERIA; CIRCOS, ZOOLOGICOS Y TEATROS, AMBULANTES.";124095;2296397
LOS DEMAS RECIPIENTES PARA GAS COMPRIMIDO O LICUADO,DE FUNDICION,HIERRO O ACERO;123954;1497927
MARMOL,TRAVERTINOS Y ALABASTRO DE CONTRUCCION Y SUS MANUFACTURAS,SIMPLEMENTE TALLADAS O ASERRADAS,CON SUPERFICIE PLANA O LISA;123541;385143
LOS DEMAS JABONES,PROD.Y PREPAR.ORGANICOS TENSOACTIVOS,EN BARRAS,PANES,TROZOS O PIEZAS TROQUELADAS O MOLDEADAS,Y PAPEL,GUATAS,FIELTRO Y TELA SIN TEJER,IMPREGNADOS,RECUBIERTOS DE JABON O DE DETERGENTES;123505;586419
LOS DEMAS RODAMIENTOS DE BOLAS,DE RODILLOS O DE AGUJAS INCLUIDOS LOS RODAMIENTOS COMBINADOS;123356;4004424
LOS DEMAS MOTORES UNIVERSALES DE POTENCIA INFERIOR O IGUAL A 7.5 kW;123273;1075693
LAS DEMAS COMPACTADORAS Y APISONADORAS,NEUMATICAS;122638;3553166
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,EMPLOMADOS,INCLUIDOS LOS REVESTIDOS CON UNA ALEACION DE PLOMO Y ESTAÑO;122380;1012403
LOS DEMAS TEJIDOS DE LINO CON UN CONTENIDO DE LINO INFERIOR AL 85% EN PESO;122094;1155461
TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 CM,  CON UN CONTENIDO DE HILADOS DE ELASTOMEROS SUPERIOR O IGUAL AL 5% EN PESO, SIN HILOS DE CAUCHO;122058;1809243
ALBUMES PARA MUESTRAS O PARA COLECCIONES,DE PAPEL O CARTON;121130;1003833
EXTRUSORAS,PARA TRABAJAR CAUCHO O PLASTICO O PARA FABRICAR PRODUCTOS DE ESTAS MATERIAS;121107;5083060
LAS DEMAS CAJAS, CAJONES, JAULAS Y ARTICULOS SIMILARES DE PLASTICO;120819;2362963
LOS DEMAS TEJIDOS DE LINO CON UN CONTENIDO DE LINO SUPERIOR O IGUAL AL 85% EN PESO;120615;723456
VELAS,CIRIOS Y ARTICULOS SIMILARES;120263;2339636
LOS DEMAS APARATOS PARA FILTRAR O DEPURAR LIQUIDOS: FILTROS PRENSA;120048;1960189
LOS DEMAS MOTORES HIDRAULICOS CON MOVIMIENTO RECTILINEO (CILINDROS);119759;2476029
LOS DEMAS MOTORES DE CORRIENTE ALTERNA,POLIFASICOS,DE POTENCIA INFERIOR O IGUAL A 750 W;119250;1231910
MOTORES DE EMBOLO ALTERNATIVO DEL TIPO DE LOS UTILIZADOS PARA LA PROPULSION DE VEHICULOS,DEL CAPITULO 87,DE CILINDRADA SUPERIOR A 1000 CM3;118779;2199634
LAS DEMAS TELAS METALICAS TEJIDAS,DE ACERO INOXIDABLE;118736;1124923
"FIBRA DE VIDRIO:""ROVINGS""";118631;1704765
PARTES DE APARATOS ELECTROMECANICOS CON MOTOR ELECTRICO INCORPORADO,DE USO DOMESTICO;118409;928016
APARATOS PORTATILES, PARA AGRICULTURA U HORTICULTURA, DE PESO INFERIOR A 20 KG;118095;2083244
LAS DEMAS  PREFORMAS  PARA SOPLAR BOTELLAS PET Y REPET;118056;3543032
TABLILLAS Y FRISOS PARA PARQUES, SIN ENSAMBLAR;117715;318589
LOS DEMAS TEJIDOS CON HILADOS DE DISTINTOS COLORES (MENOS DE 85% DE ESTAS FIBRAS) MEZCLADAS PRINCIPALMENTE CON ALGODON,DE GRAMAJE INF.O IGUAL A 170 g/m2;117366;908584
HORMIGONERAS Y APARATOS DE AMASAR MORTERO,CON CAPACIDAD DE 3 M3;116693;3858953
LOS DEMAS  GATOS HIDRAULICOS;116611;1591063
FRENOS,INCLUIDOS LOS BUJES CON FRENO Y SUS PARTES DE VEHICULOS DE LAS PARTIDAS Nos 87.11 A 87.13;116424;1380167
LOS DEMAS TEJIDOS DE ALGODON TEÑIDOS,DE GRAMAJE INFERIOR O IGUAL A 200 g/m2;116322;8112290
NEUMATICOS (LLANTAS NEUMATICAS) NUEVOS DE CAUCHO, DE LOS TIPOS UTILIZADOS EN VEHICULOS Y MAQUINAS PARA LA CONSTRUCCION, MINERIA O MANTENIMIENTO INDUSTRIAL, PARA LLANTAS DE DIAMETRO INFERIOR O IGUAL A;115835;1587064
LOS DEMAS TABLEROS ESAMBLADOS PARA REVESTIMIENTO DE SUELO, MULTICAPAS;115754;384478
CORREAS TRANSPORTADORAS REFORZADAS SOLAMENTE CON MATERIA TEXTIL;115179;2383652
LAS DEMAS MANTAS;115069;2157531
GUANTES PARA CIRUGIA,DE CAUCHO VULCANIZADO SIN ENDURECER;114954;2572538
BOLSOS DE MANO (CARTERAS),INCLUSO CON BANDOLERA O SIN ASAS,CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO;114896;2286389
LAS DEMAS PALAS MECANICAS,EXCAVADORAS,CARGADORAS Y PALAS CARGADORAS,AUTOPROPULSADAS;114822;2642610
LAS DEMAS MAQUINAS Y APARATOS,PARA ACONDICIONAMIENTO DE AIRE,CON EQUIPO DE ENFRIAMIENTO,QUE COMPRENDAN UN VENTILADOR CON MOTOR,INFERIOR O IGUAL A 30000 BTU/HORA;113835;4264180
COCINAS ELECTRICAS DE USO DOMESTICO;113622;1414109
LAS DEMAS MADERAS CONTRACHAPADAS, CONSTITUIDAS EXCLUSIVAMENTE POR HOJAS DE MADERA (EXCEPTO DE BAMBU) DE ESPESOR UNITARIO INFERIOR O IGUAL A 6 mm;113500;439517
LAS DEMAS ROPAS DE CAMA DE FIBRAS SINTETICAS O ARTIFICIALES;113305;1071001
LAS DEMAS BOMBAS DE CARBURANTE,ACEITE O REFRIGERANTE PARA MOTORES DE ENCENDIDO POR CHISPA O COMPRESION;112942;3594563
LOS DEMAS,PAPEL Y CARTON DEL TIPO DEL UTILIZADO PARA ESCRIBIR,IMPRIMIR U OTROS FINES GRAFICOS,EN LOS QUE MAS DEL 10% EN PESO DEL CONT.TOTAL DE FIBRA ESTE CONST.POR FIBRAS OBTENIDAS POR PROCED.MECANICO;112534;674655
LOS DEMAS TRANSFORMADORES DE POTENCIA SUPERIOR A 1 kVA PERO INFERIOR O IGUAL A 16 kVA;112493;2103418
LOS DEMAS ACUMULADORES;112466;2792767
LAS DEMAS PIEDRAS DE TALLA O DE CONSTRUCCION TRABAJADAS Y SUS MANUFACTURAS (INCLUIDA LA PIZARRA) Y SUS MANUFATURAS;112184;791821
TOLDOS DE CUALQUIER CLASE,DE FIBRAS SINTETICAS;111870;663236
LOS DEMAS VEHICULOS NO AUTOMOVILES Y SUS PARTES;111799;1630287
INSTRUMENTOS MUSICALES DE PERCUSION (POR EJ: TAMBORES,CAJAS,XILOFONOS,PLATILLOS,CASTAÑUELAS,MARACAS);111721;2906661
LAS DEMAS  PLACAS, LAMINAS, HOJAS Y TIRAS DE  DE POLIMEROS DE  ESTIRENO;111659;900156
LOS DEMAS SOMBREROS Y TOCADOS,INCLUSO GUARNECIDOS,DE LAS DEMAS MATERIAS;111526;2748160
LOS DEMAS APARATOS ELECTROMECANICOS CON MOTOR ELECTRICO INCORPORADO, DE USO DOMESTICO;110235;2189327
LOS DEMAS PAPELES Y CARTONES;110192;595823
LOS DEMAS ELEMENTOS PREFABRICADOS PARA LA CONSTRUCCION O INGENIERIA CIVIL,DE CEMENTO,HORMIGON O PIEDRA ARTIFICIAL,INCLUSO ARMADAS;110139;593188
LOS DEMAS,ALAMBRE DE LOS DEMAS ACEROS ALEADOS;109988;669743
LOS DEMAS INTERRUPTORES,SECCIONADORES Y CONMUTADORES;109959;4223825
TABLEROS DE PARTICULAS DE MADERA;109683;331577
MAQUINAS Y APARATOS SOLDADORES Y PISTOLAS PARA SOLDAR;109470;1524803
LOS DEMAS TUBOS Y PERFILES HUECOS SIN SOLDADURA (SIN COSTURA),DE HIERRO O ACERO;109459;692087
CISTERNAS;109350;2391433
"BAULES,MALETAS Y MALETINES,INCLUIDOS LOS DE ASEO;CON LA SUPERFICIE EXTERIOR DE CUERO NATURAL,CUERO REGENERADO O CUERO CHAROLADO";109311;1389299
LOS DEMAS CUCHILLOS DE HOJA FIJA;109193;1461142
LAS DEMAS ROPAS DE CAMA,ESTAMPADAS,DE FIBRAS SINTETICAS O ARTIFICALES;108922;2637037
LOS DEMAS CAMPEROS (4 x 4): EQUIPADOS CON SISTEMA DE CARBURACION A GAS NATURAL, DE CILINDRADA SUPERIOR A 1.500 CM3 PERO INFERIOR O IGUAL A 3.000 cm3;108766;4683639
"PAPEL KRAFT RIZADO (""CREPE"") O PLISADO, INCLUSO GOFRADO, ESTAMPADO O PERFORADO";108238;1554481
LOS DEMAS MECANISMOS PARA ENCUADERNACION DE HOJAS INTERCAMBIABLES O PARA CLASIFICADORES,SUJETADORES,CANTONERAS,CLIPS,INDICES DE SEÑAL Y ART. SIMILARES DE OFICINA,INCLUIDAS SUS PARTES DE METAL COMUN;108141;1859079
LOS DEMAS INSTRUMENTOS,APARATOS Y MAQUINAS DE MEDIDA O CONTROL ELECTRICOS O ELECTRONICOS;107918;5497827
PILAS Y BATERIAS DE PILAS,ELECTRICAS,DE DIOXIDO DE MANGANESO,ALCALINAS,CILINDRICAS;107770;5290557
LOS DEMAS PROYECTORES DE LUZ PARA ALUMRADO DE ESPACIOS O VIAS PUBLICAS;107758;2616304
LAS DEMAS MAQUINAS Y APARATOS PARA EL TRABAJO DE LA PASTA DE PAPEL,DEL PAPEL O CARTON,INCLUIDAS LAS CORTADORAS DE CUALQUIER TIPO;107677;6709610
LAS DEMAS CARRETILLAS DE MANIPULACION CON DISPOSITIVO DE ELEVACION INCORPORADO;107410;1549698
LOS DEMAS OXICLORUROS E HIDROXICLORUROS DE ALUMINIO;107396;482735
LAS DEMAS MAQUINAS QUE EFECTUEN DISTINTAS OPERACIONES DE MECANIZADO SIN CAMBIO DE UTIL ENTRE DICHAS OPERACIONES;107264;3084549
LAS DEMAS MAQUINAS PARA LAVAR ROPA INCLUSO CON DISPOSITIVO DE SECADO,DE CAPACIDAD UNITARIA,EXPRESADA EN PESO DE ROPA SECA,INFERIOR O IGUAL A 10 KG;107063;2020489
CACAO EN POLVO SIN ADICION DE AZUCAR U OTRO EDULCORANTE;106632;1483403
LOS DEMAS POLICLORUROS DE VINILO SIN PLASTIFICAR;106508;902331
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FILAMENTO DE POLIESTER SUPERIOR O IGUAL AL 85% EN PESO;106443;1627967
LOS DEMAS CONDUCTORES ELECTRICOS PARA UNA TENSION INFERIOR O IGUAL A 1000 V: PROVISTOS DE PIEZAS DE CONEXION, DE COBRE;106395;2725981
CORREAS TRANSPORTADORAS O DE TRANSMISION,DE MATERIA TEXTIL,INCLUSO IMPREGNADAS,RECUBIERTAS,REVESTIDAS O ESTRATIFICADAS CON PLASTICO O REFORZADAS CON METAL U OTRA MATERIA;106065;656748
LAS DEMAS MAQUINAS PARA FABRICAR O TRABAJAR EN CALIENTE EL VIDRIO O SUS MANUFACTURAS;105696;1998883
LOS DEMAS TRANSFORMADORES DE POTENCIA INFERIOR O IGUAL A 0.1 kVA;105558;5981159
PUNTAS,CLAVOS,GRAPAS APUNTADAS,TORNILLOS,PERNOS,TUERCAS,ESCARPIAS ROSCADAS,REMACHES,PASADORES,CLAVIJAS,CHAVETAS,ARANDELA Y ARTICULOS SIMILARES,DE ALUMINIO;105532;1436923
MAQUINAS Y APARATOS PARA OBRAS PUBLICAS,LA CONSTRUCCION O TRABAJOS ANALOGOS;105142;10698744
LAS DEMAS CADENAS,DE FUNDICION,HIERRO O ACERO;105072;1316193
COMPRESAS Y TAMPONES HIGIENICOS DE PASTA DE PAPEL, PAPEL, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA;104769;952400
LAS DEMAS PRENSAS;104328;1337502
LOS DEMAS GRUPOS ELECTROGENOS CON MOTOR DE EMBOLO (PISTON) DE ENCENDIDO POR COMPRESION DE POTENCIA INFERIOR O IGUAL A 75 KVA;104248;3743615
LAS DEMAS CENTRIFUGADORAS,INCLUIDAS LAS SECADORAS CENTRIFUGAS;104203;92960642
LOS DEMAS PEINES,PEINETAS,PASADORES Y ARTICULOS SIMILARES;104050;1310959
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FILAMENTOS DE NAILON O DEMAS POLIAMIDAS SUP.O IGUAL AL 85% EN PESO,CRUDOS O BLANQUEADOS;104007;975056
MADERA CONTRACHAPADA, MADERA CHAPADA Y MADERA ESTRATIFICADA SIMILAR DE BAMBU;103739;670799
LOS DEMAS SULFATOS;103703;831762
TELEFONOS (TELEFONIA MOVIL);103646;199301424
LOS DEMAS APARATOS DE COCCION Y CALIENTA PLATOS,DE COMBUSTIBLES GASEOSOS,O DE GAS Y OTROS COMBUSTIBLES,DE FUNDICION,HIERRO O ACERO;103410;1443171
PULVERIZADORES PORTATILES;103089;1631824
DISCOS;102682;1098314
AZUCAR Y MELAZA CARAMELIZADOS;102616;427500
GRUAS DE PORTICO;102500;1785617
PARTES DE MAQUINAS O APARATOS PARA LA AVICULTURA;102378;3843023
LAS DEMAS BANDEJAS, FUENTES, PLATOS, TAZAS, VASOS Y ARTICULOS SIMILARES;102048;1970623
LOS DEMAS TRENES DE RODAMIENTO DE ORUGA Y SUS PARTES DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05;101985;1241509
LAS DEMAS PLACAS, LAMINAS, HOJAS Y TIRAS, DE POLIMEROS DE PROPILENO METALIZADAS HASTA DE 25 MICRONES DE ESPESOR, SIN REFUERZO, ESTRATIFICACIÓN NI SOPORTE O COMBINACION SIMILAR CON O;101891;2632329
LAS DEMAS PARTES IDENTIFICABLES COMO DESTINADAS EXCLUSIVA O PRINCIPALMENTE A LOS APARATOS DE LAS PARTIDAS No 85.25 A 85.28;101822;5362082
LOS DEMAS SILICATOS DE SODIO;101749;296686
ACIDO FORMICO;101720;427600
MOTOCICLETAS CON MOTOR DE EMBOLO (PISTON) ALTERNATIVO DE CILINDRADA SUPERIOR A 250 cm3 PERO INFERIOR O IGUAL A 500 cm3;101689;1904072
LAS DEMµS PARTES PARA MAQUINAS DE COSER;101481;1444546
LAS DEMAS TEJAS,LOSETAS,LOSAS,LADRILLOS Y ARTICULOS SIMILARES DE CEMENTO,HORMIGON O PIEDRA ARTIFICIAL,INCLUSO ARMADAS;101441;430691
MEZCLAS DE OLIGOMEROS DE 2,2,4-TRIMETIL-1,2-DIHIDROQUINOLEINA (TMQ);101132;464562
"LAS DEMAS MAQUINAS Y APARATOS PARA LLENAR,CERRAR,TAPAR,TAPONAR O ETIQUETAR BOTELLAS,CAJAS,SACOS Y DEMAS CONTINENTES;MAQUINAS PARA CAPSULAR BOTELLAS,TARROS,TUBOS Y PARA GASEAR BEBIDAS";100892;8719324
PULVERIZADORES DE TOCADOR,SUS MONTURAS Y CABEZAS DE MONTURAS;100564;2302692
MEZCLAS DE NITRATO DE AMONIO CON CARBONATO DE CALCIO O CON OTRAS MATERIAS INORGANICAS SIN PODER FERTILIZANTE;100400;253442
SULFATO DE MAGNESIO Y POTASIO;100400;135620
PAPEL Y CARTON  AUTOADHESIVOS  EN BOBINAS (ROLLOS), DE ANCHURA SUPERIOR A15 CM O EN HOJAS EN LAS QUE UN LADO SEA  SUPERIOR  A 36 CM Y EL OTRO SEA SUPERIOR A 15 CM;99679;1493066
LOS DEMAS ARTICULOS CERAMICOS REFRACTARIOS CON UN CONTENIDO DE ALUMINA (AL2 O3) O DE UNA MEZCLA O COMBINACION DE ALUMINA Y DE SILICE (SI 02),SUPERIOR AL 50% EN PESO;99549;786712
COCINAS EMPOBTRABLES DE COMBUSTIBLES GASEOSOS, O DE GAS Y OTROS COMBUSTIBLES;99494;3543733
PORTALAMPARAS;98515;980743
RODAMIENTOS DE RODILLOS CONICOS,INCLUIDOS LOS ENSAMBLADOS DE CONOS Y RODILLOS CONICOS;98429;4228851
LAS DEMAS MAQUINAS Y APARATOS,PARA ACONDICIONAMIENTO DE AIRE,CON EQUIPO DE ENFRIAMIENTO,QUE COMPRENDA UN VENTILADOR CON MOTOR,SUPERIOR A 30000 BTU/HORA PERO INFERIOR O IGUAL A 240000 BTU/HORA;98312;4432012
LOS DEMAS PEDALES Y MECANISMOS DE PEDAL Y SUS PARTES DE VEHICULOS DE LAS PARTIDAS Nos 87.11 A 87.13;98214;866472
LAS DEMAS CINTAS DE FIBRAS SINTETICAS O ARTIFICIALES DE ANCHO INFERIOR O IGUAL A 4.1 CM;98118;1242126
"LAS DEMAS MAQUINAS QUE EFECTUAN DOS O MAS DE LAS SIGUIENTES FUNCIONES; IMPRESION, COPIA O FAX, APTAS PARA SER CONECTADAS A  UNA MAQUINA AUTOMATICA PARA TRATAMIENTO O PROCESAMIENTO DE DATOS";98110;7545034
LAS DEMAS BA¥ERAS,DUCHAS,LAVABOS,BIDES,INODOROS Y SUS ASIENTOS Y TAPAS,CISTERNAS(DEPOSITOS DE AGUA) PARA INODOROS Y ARTICULOS SANITARIOS O HIGIENICOS SIMILARES,DE PLASTICO;98091;913876
SILICATOS DE SODIO: METASILICATOS;97750;277472
TUBOS DE CAUCHO VULCANIZADO,REFORZADOS O COMBINADOS DE OTRO MODO SOLAMENTE CON METAL,SIN ACCESORIOS;97525;3133728
PAPEL CRISTAL Y DEMAS PAPELES CALANDRADOS TRANSPARENTES O TRASLUCIDOS;97427;863378
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,ENRROLLADOS,SIMPLEMENTE LAMINADOS EN FRIO,DE ESPESOR INFERIOR A 0,25 mm;97250;419491
HILADOS TEXTURADOS DE POLIESTERES (EXCEPTO EL HILO DE COSER)S/ACOND.P/LA VENTA AL POR MENOR;97096;959278
LOS DEMAS INSTRUMENTOS MUSICALES EN LOS QUE EL SONIDO SE PRODUZCA O TENGA QUE AMPLIFICARSE ELECTRICAMENTE (POR EJ: ORGANOS,GUITARRAS,ACORDEONES);96873;2442277
CONTRAVENTANAS,PERSIANAS (INCLUIDAS LAS VENECIANAS) Y ARTICULOS SIMILARES,Y SUS PARTES,DE PLASTICO;96745;2065954
LAS DEMAS MANUFACTURAS DE CEMENTO,HORMIGON O PIEDRA ARTIFICIAL,INCLUSO ARMADAS;96731;450384
LOS DEMAS INSTRUMENTOS Y APARATOS DE ODONTOLOGIA;96489;3416149
CARBONATO DE POTASIO;96314;770713
CAMIONES HORMIGONERA CON MOTOR DE EMBOLO (PISTON) DE ENCENDIDO POR CHISPA;96130;3195402
LOS DEMAS FUNDAS Y ESTUCHES (PARA GAFAS,GEMELOS,APARATOS FOTOGRAFICOS,CAMARAS,INSTR.DE MUSICA,ARMAS,ESTUCHES P/HERRAMIENTAS,BOLSAS P/ART.DE DEPORTE,ESTUCHES P/BOTELLAS,DE CUERO NATURAL,REGENERADO;95258;2220491
IMIDAS Y SUS DERIVADOS: SACARINA Y SUS SALES;95145;5460724
DESECHOS,DESPERDICIOS Y RECORTES,DE CAUCHO SIN ENDURECER,INCLUSO EN POLVO O GRANULOS;94814;266752
LOS DEMAS ARTICULOS DE USO DOMESTICO Y SUS PARTES, PARA FREGAR, LUSTRAR O USOS ANALOGOS, DE ALUMINIO;94547;3899746
"CAMARAS DE CAUCHO PARA NEUMATICOS,DEL TIPO DE LAS UTILIZADAS EN AUTOMOVILES DE TURISMO(INCLUIDOS LOS VEHICULOS DE TIPO FAMILIARES""BREAK"" O ""STATION WAGON"" Y LOS DE CARRERA),EN AUTOBUSES O CAMIONES";93612;1730202
LAS DEMAS PREPARACIONES PARA PERFUMAR O DESODORIZAR LOCALES,INCLUIDAS LAS PREPARACIONES ODORIFERAS PARA CEREMONIAS RELIGIOSAS;93611;2020991
LAS DEMAS MAQUINAS Y APARATOS PARA SOLDADURA FUERTE O PARA SOLDADURA BLANDA;93576;1105133
LOS DEMAS REVESTIMIENTOS DE PLASTICO PARA SUELOS,INCLUSO AUTOADHESIVOS,EN ROLLOS O LOSETAS;92998;565767
CHALES,PAÑUELOS DE CUELLO,BUFANDAS,MANTILLAS,VELOS Y ARTICULOS SIMILARES DE PUNTO;92552;1502019
LOS DEMAS ALAMBRON DE ACERO SIN ALEAR DE FACIL MECANIZACION;91940;373374
LAS DEMAS MAQUINAS Y APARATOS DE GAS: PARA SOLDAR,AUNQUE PUEDAN CORTAR;91920;550113
CUADERNOS PARA DIFERENTES USOS (RAYADOS, LITOGRAFIADOS),DE PAPEL O CARTON;91907;892675
ESTACION BASE;91846;25879646
